사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,2호선,0246,신설동,36,0,"1,451",321,"1,519","1,674","4,562","4,581","8,413","11,958","5,509","8,647","4,730","8,340","6,058","7,595","7,173","7,543","8,119","7,887","8,740","6,639","9,237","6,260","9,979","5,376","11,185","5,924","12,676","7,015","4,774","5,357","2,951","3,746","2,652","3,326","1,787","3,348",728,"2,275",105,878,0,130,0,0,0,0,2022-11-03 10:23:13
2022-10,2호선,0247,도림천,3,0,285,386,"1,163",986,"3,419","3,551","3,562","5,601","2,167","2,114","1,878","1,541","1,704","1,219","2,027","1,919","1,691","1,582","1,902","1,705","2,260","1,585","3,109","1,878","2,846","2,229","3,452","3,074","1,388","2,619",867,"1,679",825,"1,387",487,"1,129",160,913,43,250,0,10,0,0,0,0,2022-11-03 10:23:13
2022-10,2호선,0248,양천구청,15,0,"5,046",904,"11,496","2,149","33,027","5,100","30,506","9,904","18,663","5,148","12,901","4,670","11,097","5,556","11,008","6,969","10,614","8,276","8,147","9,205","7,852","11,200","9,434","14,186","9,134","19,407","8,928","28,560","4,177","23,887","3,004","14,050","2,481","13,225","2,206","11,557",732,"8,529",132,"2,395",0,47,0,0,0,0,2022-11-03 10:23:13
2022-10,2호선,0249,신정네거리,42,1,"8,714","1,010","18,156","3,226","49,407","4,817","46,158","11,481","26,135","8,469","18,648","7,382","16,735","8,593","17,122","10,049","15,414","12,163","13,107","13,130","11,989","17,225","13,239","22,894","13,331","30,054","12,065","46,302","7,060","36,317","5,309","20,735","4,375","19,140","3,518","17,582","1,314","11,705",210,"2,733",0,245,0,0,0,0,2022-11-03 10:23:13
2022-10,2호선,0250,용두(동대문구청),45,0,"1,316",110,"1,688",898,"4,908","2,400","9,179","5,061","4,683","3,550","3,829","3,261","3,878","3,483","3,992","3,261","4,114","3,945","4,245","4,196","4,488","4,565","4,866","4,327","5,004","4,594","5,016","7,731","2,382","5,023","1,530","2,999","1,454","2,997",716,"2,515",325,"1,627",32,478,0,6,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0309,지축,4,4,"2,670",663,"9,048","6,868","25,244","4,911","24,319","6,330","13,744","5,244","9,965","4,060","8,388","4,653","8,287","5,642","8,034","6,217","7,208","6,211","8,799","7,658","11,628","10,716","9,403","13,886","6,617","21,788","4,414","17,349","3,404","11,496","2,708","10,122","2,028","8,989",853,"5,299",170,845,0,0,1,2,0,0,2022-11-03 10:23:13
2022-10,3호선,0310,구파발,109,1,"11,063","1,337","30,384","10,170","83,348","23,574","74,851","32,926","45,827","31,195","33,682","30,832","31,239","26,665","32,542","26,939","31,204","29,294","32,049","29,885","35,281","30,426","41,622","37,907","41,678","42,692","32,779","71,843","20,775","59,457","15,774","35,082","13,162","31,150","10,595","27,953","2,809","20,571",398,"7,820",1,302,1,1,0,0,2022-11-03 10:23:13
2022-10,3호선,0311,연신내,278,9,"27,217","1,778","51,316","12,125","125,335","24,607","144,162","37,572","90,121","36,624","61,847","35,388","58,222","36,421","65,221","41,076","56,725","44,711","52,455","47,276","53,252","56,442","63,086","68,733","54,813","86,725","48,758","133,156","33,569","112,790","26,739","66,244","23,813","62,294","19,424","53,644","8,286","36,516",923,"10,825",0,27,0,1,0,0,2022-11-03 10:23:13
2022-10,3호선,0312,불광,16,3,"9,996","1,143","18,895","6,135","50,213","11,453","60,042","33,495","36,262","32,795","26,658","26,555","25,324","24,489","27,172","26,977","27,448","29,891","27,666","29,189","28,631","31,083","31,239","35,213","31,461","41,383","31,050","58,385","16,958","46,129","13,151","27,148","11,221","24,904","7,118","21,927","2,832","13,469",356,"3,870",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0313,녹번,42,4,"9,918",857,"25,412","3,858","69,369","7,561","74,675","17,816","46,022","11,189","29,727","10,005","24,734","10,513","24,407","12,981","21,858","14,290","18,957","16,012","17,562","21,051","18,664","27,673","19,145","36,347","20,141","60,856","10,028","49,651","7,277","30,856","5,982","27,607","4,237","24,535","1,534","14,940",165,"3,400",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0314,홍제,97,5,"10,119","1,307","23,945","7,538","63,458","11,869","68,798","27,531","44,974","22,533","33,301","19,292","31,387","18,785","33,661","21,585","29,612","23,328","27,382","24,708","27,139","29,486","30,745","35,492","31,019","43,581","28,077","62,320","15,109","50,472","11,727","30,594","9,306","28,647","6,816","24,083","2,478","15,798",327,"3,429",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0315,무악재,35,1,"1,791",151,"5,289","1,880","14,228","2,979","16,647","6,326","10,555","4,199","7,772","4,206","6,548","3,996","6,577","4,342","6,278","5,022","5,656","5,346","5,129","6,686","5,684","8,290","6,272","10,110","6,730","14,771","3,106","11,338","2,259","7,728","1,925","7,436","1,383","6,441",482,"4,237",57,989,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0316,독립문,132,2,"5,031",819,"5,990","5,028","15,150","14,281","17,841","21,602","14,987","19,588","13,290","18,167","14,132","13,546","16,251","12,782","15,109","14,147","15,499","13,244","17,198","13,346","18,152","14,308","18,221","15,090","16,254","17,001","8,130","13,514","5,791","8,829","4,704","7,766","3,352","7,341","1,080","4,632",141,"2,165",0,566,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0317,경복궁(정부서울청사),87,0,"2,558","1,703","5,735","13,258","13,576","39,407","19,760","126,638","20,780","106,034","19,969","78,866","26,442","74,610","36,313","64,395","46,181","63,962","58,769","55,435","75,714","46,283","85,266","41,465","99,726","42,340","114,836","44,579","52,732","27,373","50,708","13,209","48,213","10,867","29,367","10,110","10,921","5,797","1,150","1,472",1,34,0,1,0,0,2022-11-03 10:23:13
2022-10,3호선,0318,안국,21,0,"1,727","1,441","3,154","20,546","6,455","85,925","10,146","107,749","11,552","82,045","13,713","72,788","21,048","80,919","32,608","70,253","40,199","67,904","55,809","64,325","78,870","51,128","100,692","43,811","133,773","37,438","130,020","31,137","59,276","14,824","47,158","7,448","42,221","6,176","22,582","5,089","7,355","2,822",715,797,1,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0319,종로3가,46,1,873,899,"1,249","5,515","1,766","14,767","2,981","41,481","4,175","42,342","6,287","33,138","8,883","27,782","10,665","25,906","12,715","23,274","15,811","22,383","19,014","19,894","22,504","19,314","32,445","18,876","50,924","17,975","29,785","10,424","17,771","5,526","18,653","4,398","15,031","3,226","7,074","2,112",635,738,0,9,0,1,0,0,2022-11-03 10:23:13
2022-10,3호선,0320,을지로3가,23,1,702,956,951,"8,281","2,128","29,995","4,535","72,796","7,232","29,871","8,433","15,322","10,051","13,576","10,619","13,266","12,977","13,414","15,089","11,999","16,496","12,274","20,282","13,623","39,013","16,623","62,687","19,644","26,038","10,736","18,296","5,809","18,726","4,492","15,676","2,971","8,970","2,092","1,241",522,0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0321,충무로,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,1,0,2,0,1,0,8,0,7,0,2,0,3,0,9,0,4,0,5,0,3,0,1,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0322,동대입구,29,1,"1,900","1,141","3,023","9,415","6,181","15,276","8,076","54,236","6,974","43,188","7,808","35,226","10,731","29,253","12,445","23,106","16,451","24,890","22,359","20,559","22,895","17,850","28,969","18,342","36,266","18,900","46,466","20,064","21,703","10,159","21,136","5,958","24,888","5,679","13,886","4,475","4,542","2,651",427,896,3,63,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0323,약수,154,3,"7,164","1,081","10,859","6,614","26,427","15,086","38,745","32,643","28,692","20,949","20,361","15,165","19,542","15,441","21,266","15,738","21,405","16,409","19,721","18,245","20,855","20,429","23,925","24,875","27,019","29,613","32,719","42,701","18,185","27,535","14,652","18,058","15,066","16,885","10,690","15,646","4,908","9,681",703,"3,450",2,418,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0324,금호,20,6,"4,723",603,"10,175","2,839","25,936","4,688","36,784","8,394","23,831","6,562","15,925","7,136","13,749","8,288","13,648","9,467","13,114","10,970","11,569","12,168","11,335","15,247","12,756","17,677","13,297","22,153","12,554","29,948","8,240","20,732","5,813","14,858","4,387","12,824","3,347","12,580","1,430","6,581",213,"1,719",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0325,옥수,277,23,"3,138",987,"9,658","5,040","22,188","8,698","30,755","14,398","22,591","10,653","16,625","8,729","15,098","11,024","14,756","12,133","15,254","13,183","14,824","14,455","15,093","17,618","16,698","19,939","18,311","25,705","18,430","33,507","11,395","23,902","9,327","15,788","8,154","15,273","5,677","14,095","2,457","7,344",316,"1,665",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0326,압구정,135,5,"3,108","1,937","7,687","23,778","15,452","47,612","25,689","145,470","21,898","150,213","26,599","83,844","33,655","67,734","40,524","55,028","44,082","59,244","53,130","53,569","62,395","49,674","73,753","52,319","94,405","60,701","138,054","64,198","91,462","34,169","73,900","17,623","58,420","13,817","43,047","11,501","12,516","6,504","1,611","2,108",1,202,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0327,신사,88,4,"4,349","1,746","6,764","18,401","11,145","41,023","17,355","95,217","15,703","129,975","18,879","69,602","24,699","51,346","29,863","50,451","35,793","52,606","42,569","49,178","52,358","47,489","63,298","49,458","87,167","56,042","124,660","68,934","86,528","36,869","61,553","18,416","64,747","14,877","54,660","11,294","23,958","8,035","3,372","2,506",1,1,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0328,잠원,5,0,"1,016","1,466","4,450","7,298","11,664","6,987","16,590","10,423","11,170","7,238","8,498","4,883","8,524","5,174","8,549","5,538","7,962","7,028","7,371","6,792","7,867","7,541","12,208","8,949","11,607","11,305","9,017","13,846","5,419","9,881","4,105","6,422","4,230","6,191","2,781","7,189",996,"3,716",109,954,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0329,고속터미널,110,4,"5,416","4,564","7,356","38,083","26,176","52,891","44,841","78,997","53,696","98,747","57,274","98,680","70,565","105,537","81,904","104,079","91,052","104,510","104,574","107,351","118,068","113,424","128,153","111,626","145,208","116,204","142,462","120,953","124,021","75,177","137,666","47,140","87,899","36,709","53,564","27,344","21,286","13,182","1,522","1,912",1,2,1,3,0,0,2022-11-03 10:23:13
2022-10,3호선,0330,교대(법원.검찰청),64,0,"1,247",646,"3,802","7,282","8,863","20,110","13,167","46,737","11,541","35,835","12,022","17,114","15,287","12,036","17,370","11,120","20,870","12,270","23,982","10,626","25,339","10,516","27,700","11,203","44,595","15,780","63,899","19,774","28,241","9,839","25,139","5,569","25,304","4,766","22,084","4,517","7,666","2,434",958,688,0,2,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0331,남부터미널(예술의전당),57,0,"2,867","1,301","9,094","26,041","28,196","59,527","43,309","143,362","37,092","82,450","35,572","50,101","40,388","37,580","41,099","39,349","44,580","45,772","44,669","45,123","47,244","45,374","61,780","50,006","94,737","55,950","127,368","65,580","61,522","42,795","44,111","25,560","40,408","19,963","32,261","15,488","9,662","9,276",750,"2,051",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0332,양재(서초구청),129,2,"5,222","2,737","13,674","44,316","33,133","102,732","44,243","221,302","34,671","116,396","32,139","59,581","35,565","49,007","39,238","44,612","45,234","49,852","48,667","44,149","57,402","43,930","73,987","47,450","120,209","62,872","184,435","73,476","82,971","48,577","60,885","32,239","55,992","29,287","37,545","25,112","12,795","14,051","1,266","3,426",0,31,0,1,0,0,2022-11-03 10:23:13
2022-10,3호선,0333,매봉,7,0,"1,754",603,"6,881","8,850","16,735","21,297","21,430","68,968","15,185","32,386","12,926","14,597","13,240","13,424","12,859","12,542","14,174","12,842","16,202","11,951","18,166","12,911","21,269","14,087","36,607","19,158","59,340","23,406","19,419","16,088","13,953","9,850","15,152","8,749","9,573","8,209","3,035","4,679",247,"1,475",1,64,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0334,도곡,27,3,727,288,"2,740","4,739","8,129","12,300","10,690","18,400","7,199","14,343","6,067","7,627","6,169","7,074","6,815","6,579","7,049","6,913","7,298","6,529","9,323","6,661","12,524","7,109","15,722","8,252","16,092","9,470","7,881","7,621","6,012","4,729","4,905","4,333","3,929","4,061",982,"2,492",124,"1,578",0,219,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0335,대치,25,1,"2,832",739,"11,404","8,316","23,862","18,593","25,999","29,010","17,162","18,746","14,681","13,955","14,358","13,456","16,764","16,209","16,650","20,665","15,442","18,094","18,047","19,887","20,093","26,359","30,994","31,266","27,760","30,019","17,160","22,571","13,498","12,427","18,402","12,070","32,686","10,233","3,248","6,475",251,"1,773",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0336,학여울,8,0,555,220,"1,693","1,723","4,094","3,518","4,942","8,397","3,311","6,224","2,961","6,288","3,808","5,745","4,778","5,332","5,214","6,265","5,654","6,112","7,092","5,127","7,838","4,178","9,265","4,340","8,156","4,349","2,762","3,512","1,932","2,398","1,737","2,065",987,"1,931",293,"1,098",30,360,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0337,대청,71,2,"3,824",980,"10,945","6,348","27,461","16,143","34,583","26,285","20,472","12,270","15,847","8,659","14,339","8,310","14,257","10,338","14,415","11,072","13,197","11,591","15,029","14,280","21,319","16,804","23,424","20,002","25,484","27,869","11,136","23,539","8,595","15,539","7,276","13,884","4,750","15,184","1,655","7,987",178,"2,230",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0338,일원,4,0,"2,215","1,395","8,508","10,612","22,425","30,846","24,429","24,179","17,247","18,914","17,605","15,978","17,958","12,567","17,838","14,226","16,236","16,497","17,230","15,801","21,320","14,170","29,174","13,453","34,249","15,843","17,792","20,138","11,073","16,915","6,935","11,255","4,513","10,800","3,793","11,131","1,366","5,217",103,"1,417",0,9,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0339,수서,196,15,"4,892","2,604","11,858","18,718","34,796","35,220","45,191","53,081","31,426","34,323","33,734","23,896","27,045","19,737","32,455","25,539","30,025","23,961","23,599","24,251","34,515","28,922","39,674","33,587","44,911","40,374","51,089","50,805","22,933","38,691","23,684","26,807","15,148","23,771","16,595","21,720","6,603","8,446",545,"2,765",3,257,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0340,가락시장,35,1,"3,008",400,"6,845","6,455","19,670","11,139","21,800","27,812","16,543","15,183","14,571","11,463","14,056","11,557","14,452","12,341","14,198","12,436","14,277","13,250","14,848","14,954","16,551","16,818","20,641","19,800","27,206","24,157","11,836","17,710","9,404","11,422","8,130","10,126","5,556","9,296","2,259","5,306",264,"1,755",2,31,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0341,경찰병원,23,0,"2,822",309,"6,981","3,315","22,239","8,675","25,607","25,975","15,433","13,397","11,625","8,425","10,641","6,798","9,971","7,879","9,774","9,542","9,623","8,644","10,458","9,429","10,416","10,274","15,227","15,243","19,026","21,118","6,643","16,721","5,370","10,097","4,870","8,998","3,061","8,820","1,062","5,493",76,"1,326",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,3호선,0342,오금,30,0,"4,065",6,"8,165","2,582","25,568","5,527","29,155","13,138","16,480","6,114","9,934","5,201","8,585","4,700","9,002","6,003","8,078","6,710","6,887","6,283","7,052","8,471","8,506","10,279","10,810","14,195","11,337","20,682","4,619","15,245","3,575","10,265","2,920","9,201","2,597","10,129",662,"5,984",84,"2,030",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0409,당고개,51,3,"8,533",65,"15,043","5,121","39,159","5,961","35,684","11,387","22,837","10,286","16,819","9,852","15,131","9,563","14,906","10,149","14,948","10,779","14,342","11,529","12,965","13,521","13,628","16,625","13,778","19,708","12,269","26,275","7,376","25,178","5,413","16,855","4,342","14,869","2,928","14,013","1,145","10,083",202,"3,145",1,281,0,2,0,0,2022-11-03 10:23:13
2022-10,4호선,0410,상계,57,0,"14,558",287,"35,515","7,951","83,698","17,330","73,021","20,974","44,854","17,645","33,380","15,598","30,959","16,786","31,083","19,948","28,598","21,277","24,620","23,246","24,740","27,747","27,992","34,978","26,474","46,298","23,437","63,923","15,555","60,080","11,901","36,183","10,994","32,408","11,467","29,531","3,126","20,546",407,"4,886",2,458,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0411,노원,301,5,"12,360",568,"22,997","7,631","49,840","14,099","54,680","31,668","33,983","32,789","27,914","24,397","28,441","24,647","31,189","28,405","29,869","33,178","29,088","32,293","30,198","36,633","33,948","43,641","35,270","57,036","34,826","80,058","25,358","64,708","25,868","37,817","23,489","33,198","22,016","28,907","9,153","19,371","1,399","6,146",3,629,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0412,창동,"2,051",39,"16,924","2,760","38,613","14,684","84,463","19,427","79,178","36,938","53,446","31,336","43,189","29,342","41,021","28,805","42,470","35,117","40,520","41,710","37,358","45,105","39,594","49,151","45,772","56,300","47,526","68,876","47,243","91,697","25,977","76,660","20,341","47,506","17,766","41,407","14,406","38,410","6,818","23,499",943,"7,870",0,114,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0413,쌍문,252,28,"24,377","1,249","51,808","8,983","119,965","14,549","123,122","27,597","78,419","21,383","55,670","20,155","48,949","21,806","48,210","25,784","42,733","28,969","37,784","31,950","35,127","42,235","37,470","54,954","37,909","70,892","34,682","102,209","21,299","96,230","15,919","59,673","12,864","54,619","9,972","51,051","4,232","32,881",459,"7,434",0,14,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0414,수유(강북구청),143,4,"22,813","2,951","48,091","11,367","113,590","20,847","120,299","53,042","79,787","40,597","58,232","32,066","53,712","34,032","55,885","36,396","53,888","42,168","49,932","44,973","50,113","53,378","53,331","70,341","58,728","87,312","63,187","125,715","36,678","109,704","27,957","69,703","25,159","62,454","19,732","56,982","10,313","37,874","1,308","7,804",0,12,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0415,미아(서울사이버대학),77,7,"11,975","2,067","20,831","6,109","45,445","17,400","50,452","33,067","34,745","20,708","26,251","16,109","24,272","19,643","26,371","17,021","24,836","18,786","23,915","21,300","24,370","25,370","27,805","29,432","28,056","34,800","28,410","46,543","16,596","38,147","11,143","24,271","9,671","22,018","7,314","19,181","2,529","12,772",302,"2,781",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0416,미아사거리,66,2,"15,766","2,330","36,974","8,001","93,326","18,824","94,993","31,891","61,405","32,696","45,080","29,036","42,755","30,190","44,431","33,363","43,998","36,229","41,490","39,699","43,590","48,119","49,324","59,397","44,955","70,975","44,057","100,137","31,064","78,337","29,290","48,070","17,623","44,825","13,769","38,669","6,304","22,434",760,"4,808",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0417,길음,20,1,"10,555","2,215","32,567","7,771","85,151","14,806","82,827","33,197","49,808","27,420","36,001","24,902","31,876","26,726","34,621","26,126","33,647","30,245","29,918","31,171","31,697","32,278","37,264","41,866","38,052","55,087","35,660","78,633","19,019","63,079","15,608","38,981","12,713","37,293","12,032","35,501","4,362","20,572",546,"4,933",1,3,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0418,성신여대입구(돈암),32,3,"6,083","1,580","18,615","7,724","45,687","16,723","51,170","40,718","36,504","26,966","29,789","23,222","31,183","30,983","35,922","28,001","35,300","30,458","37,132","32,809","39,145","31,136","42,114","38,178","50,342","49,212","50,689","64,758","30,989","51,126","27,969","32,970","29,398","30,056","26,429","27,667","11,512","18,414","1,699","5,045",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0419,한성대입구(삼선교),83,11,"6,728","1,114","12,940","7,437","29,666","17,316","35,841","32,262","25,768","26,979","20,742","23,589","21,464","22,737","24,249","22,420","24,997","22,860","25,302","22,574","27,623","22,585","35,516","26,500","35,585","31,685","34,016","37,182","21,540","29,837","18,408","19,338","16,007","17,885","11,999","17,486","4,993","11,256",644,"6,049",0,"1,399",0,1,0,0,2022-11-03 10:23:13
2022-10,4호선,0420,혜화,21,2,"4,207","2,653","8,279","21,912","18,086","48,839","21,398","114,139","25,540","94,066","31,682","71,557","38,617","67,936","43,706","77,876","47,771","96,808","61,082","87,612","88,580","67,288","97,665","64,537","114,385","74,003","124,263","78,869","75,609","54,590","77,604","22,162","95,622","20,155","82,510","17,075","29,185","11,262","3,340","3,323",1,383,0,0,0,0,2022-11-03 10:23:13
2022-10,4호선,0421,동대문,208,6,"4,442","2,442","3,158","14,121","5,258","34,308","7,345","70,113","12,417","65,676","17,986","58,440","24,951","54,413","32,656","47,832","38,420","44,302","47,761","42,113","56,098","34,755","65,707","26,914","85,469","20,914","63,002","17,343","33,394","17,359","24,470","11,960","25,893","7,684","15,059","5,787","6,300","5,403",553,"1,069",0,64,0,0,0,0,2022-11-03 10:23:13
